audio_file,a_value,v_value,Gender,split_set
MSP-PODCAST_0001_0146.wav,3.4,3.2,Male,Test
MSP-PODCAST_0001_0148.wav,4.2,1.8,Male,Test
MSP-PODCAST_0001_0150.wav,5.166667,4.166667,Male,Test
MSP-PODCAST_0001_0151.wav,3.0,3.8,Male,Test
MSP-PODCAST_0001_0153.wav,3.4,3.2,Male,Test
MSP-PODCAST_0001_0154.wav,3.8,3.4,Male,Test
MSP-PODCAST_0001_0155.wav,5.0,3.888889,Male,Test
MSP-PODCAST_0001_0156.wav,3.3,4.7,Male,Test
MSP-PODCAST_0001_0160.wav,4.6,3.0,Male,Test
MSP-PODCAST_0001_0161.wav,4.0,4.0,Male,Test
MSP-PODCAST_0001_0162.wav,3.6,3.0,Male,Test
MSP-PODCAST_0001_0167.wav,4.0,3.4,Male,Test
MSP-PODCAST_0001_0168.wav,4.2,2.8,Male,Test
MSP-PODCAST_0001_0175.wav,3.0,3.2,Male,Test
MSP-PODCAST_0001_0178.wav,4.4,3.2,Male,Test
MSP-PODCAST_0001_0179.wav,4.333333,2.666667,Unknown,Train
MSP-PODCAST_0001_0180.wav,3.4,4.0,Male,Test
MSP-PODCAST_0001_0182.wav,4.0,4.0,Male,Test
MSP-PODCAST_0001_0185.wav,3.058824,3.823529,Male,Test
MSP-PODCAST_0002_0033.wav,4.8,4.2,Female,Validation
MSP-PODCAST_0002_0039.wav,4.0,4.2,Female,Validation
MSP-PODCAST_0002_0051.wav,4.0,4.2,Female,Validation
MSP-PODCAST_0002_0059.wav,4.0,3.8,Female,Validation
MSP-PODCAST_0002_0061.wav,3.4,2.8,Female,Validation
MSP-PODCAST_0002_0124.wav,5.2,4.4,Female,Validation
MSP-PODCAST_0003_0003.wav,3.4,2.4,Female,Test
MSP-PODCAST_0003_0027.wav,3.2,4.2,Female,Test
MSP-PODCAST_0003_0052.wav,3.0,4.0,Male,Train
MSP-PODCAST_0003_0076.wav,5.2,3.6,Female,Test
MSP-PODCAST_0003_0084.wav,2.2,4.0,Male,Train
MSP-PODCAST_0003_0085.wav,4.0,3.0,Male,Train
MSP-PODCAST_0003_0086.wav,2.4,4.0,Male,Train
MSP-PODCAST_0003_0106.wav,3.0,3.0,Male,Train
MSP-PODCAST_0003_0113.wav,4.4,3.8,Male,Train
MSP-PODCAST_0003_0114.wav,4.333333,3.5,Male,Train
MSP-PODCAST_0003_0115.wav,3.0,3.0,Male,Train
MSP-PODCAST_0003_0126.wav,2.4,3.0,Male,Train
MSP-PODCAST_0003_0127.wav,4.4,3.6,Male,Train
MSP-PODCAST_0003_0129.wav,3.5,4.333333,Male,Train
MSP-PODCAST_0003_0140.wav,3.6,4.0,Female,Test
MSP-PODCAST_0003_0141.wav,3.090909,1.818182,Female,Test
MSP-PODCAST_0003_0142.wav,2.8,3.2,Female,Test
MSP-PODCAST_0003_0143.wav,2.090909,3.818182,Female,Test
MSP-PODCAST_0003_0144.wav,2.8,3.6,Female,Test
MSP-PODCAST_0003_0145.wav,3.2,2.8,Female,Test
MSP-PODCAST_0003_0146.wav,4.454545,2.636364,Female,Test
MSP-PODCAST_0003_0147.wav,3.2,3.0,Female,Test
MSP-PODCAST_0003_0148.wav,3.8,3.2,Female,Test
MSP-PODCAST_0003_0149.wav,3.0,2.181818,Female,Test
MSP-PODCAST_0003_0150.wav,3.6,4.8,Female,Test
MSP-PODCAST_0003_0151.wav,3.8,3.4,Female,Test
MSP-PODCAST_0003_0152.wav,3.6,1.8,Female,Test
MSP-PODCAST_0003_0153.wav,3.636364,2.363636,Female,Test
MSP-PODCAST_0003_0154.wav,4.2,3.8,Female,Test
MSP-PODCAST_0003_0155.wav,4.4,3.4,Female,Test
MSP-PODCAST_0003_0156.wav,3.8,3.6,Female,Test
MSP-PODCAST_0003_0157.wav,3.636364,3.0,Female,Test
MSP-PODCAST_0003_0158.wav,4.0,2.636364,Female,Test
MSP-PODCAST_0003_0161.wav,4.0,3.8,Female,Test
MSP-PODCAST_0003_0163.wav,4.2,4.0,Female,Test
MSP-PODCAST_0003_0164.wav,4.6,3.6,Female,Test
MSP-PODCAST_0003_0165.wav,5.363636,2.454545,Female,Test
MSP-PODCAST_0003_0166.wav,5.2,4.4,Female,Test
MSP-PODCAST_0003_0168.wav,4.727273,2.090909,Female,Test
MSP-PODCAST_0003_0170.wav,3.166667,4.666667,Female,Test
MSP-PODCAST_0003_0172.wav,5.2,4.6,Female,Test
MSP-PODCAST_0003_0174.wav,4.727273,1.909091,Female,Test
MSP-PODCAST_0003_0175.wav,5.636364,2.545455,Female,Test
MSP-PODCAST_0003_0177.wav,4.727273,2.636364,Female,Test
MSP-PODCAST_0003_0178.wav,5.6,3.0,Female,Test
MSP-PODCAST_0003_0180.wav,4.8,4.6,Female,Test
MSP-PODCAST_0003_0182.wav,5.0,4.0,Female,Test
MSP-PODCAST_0003_0190.wav,4.4,2.4,Male,Train
MSP-PODCAST_0003_0195.wav,3.714286,2.142857,Male,Train
MSP-PODCAST_0003_0206.wav,5.0,3.0,Female,Test
MSP-PODCAST_0003_0223.wav,4.823529,5.470588,Male,Train
MSP-PODCAST_0003_0232.wav,4.2,5.2,Female,Test
MSP-PODCAST_0003_0234.wav,5.0,4.166667,Female,Test
MSP-PODCAST_0003_0251.wav,4.4,3.8,Male,Train
MSP-PODCAST_0003_0261.wav,3.333333,3.5,Female,Test
MSP-PODCAST_0003_0262.wav,4.909091,2.090909,Female,Test
MSP-PODCAST_0003_0263.wav,5.454545,3.454545,Female,Test
MSP-PODCAST_0003_0264.wav,5.176471,3.411765,Female,Test
MSP-PODCAST_0003_0265.wav,5.545455,3.272727,Female,Test
MSP-PODCAST_0003_0267.wav,6.0,3.2,Female,Test
MSP-PODCAST_0003_0268.wav,4.6,4.2,Female,Test
MSP-PODCAST_0003_0269.wav,4.4,3.8,Female,Test
MSP-PODCAST_0003_0271.wav,5.0,3.294118,Female,Test
MSP-PODCAST_0003_0272.wav,5.1,3.8,Female,Test
MSP-PODCAST_0003_0273.wav,5.545455,2.545455,Female,Test
MSP-PODCAST_0003_0274.wav,5.545455,2.545455,Female,Test
MSP-PODCAST_0003_0275.wav,5.272727,2.0,Female,Test
MSP-PODCAST_0003_0276.wav,5.272727,2.909091,Female,Test
MSP-PODCAST_0003_0283.wav,4.6,2.2,Male,Train
MSP-PODCAST_0003_0285.wav,5.4,3.6,Male,Train
MSP-PODCAST_0003_0286.wav,5.111111,2.888889,Female,Test
MSP-PODCAST_0003_0289.wav,5.0,4.0,Female,Test
MSP-PODCAST_0003_0292.wav,4.8,4.2,Female,Test
MSP-PODCAST_0003_0299.wav,5.0,3.4,Female,Test
MSP-PODCAST_0003_0303.wav,4.8,4.0,Male,Train
MSP-PODCAST_0003_0304.wav,3.75,2.333333,Male,Train
MSP-PODCAST_0003_0305.wav,5.388889,2.111111,Male,Train
MSP-PODCAST_0003_0307.wav,4.6,4.0,Male,Train
MSP-PODCAST_0003_0348.wav,3.0,2.6,Male,Train
MSP-PODCAST_0003_0349.wav,4.0,3.0,Male,Train
MSP-PODCAST_0003_0355.wav,3.8,4.6,Female,Test
MSP-PODCAST_0003_0356.wav,4.666667,4.833333,Female,Test
MSP-PODCAST_0003_0357.wav,4.2,3.6,Female,Test
MSP-PODCAST_0003_0359.wav,4.8,3.4,Female,Test
MSP-PODCAST_0003_0360.wav,6.0,5.833333,Female,Test
MSP-PODCAST_0003_0361.wav,6.090909,4.727273,Female,Test
MSP-PODCAST_0003_0363.wav,3.0,3.4,Female,Test
MSP-PODCAST_0003_0364.wav,4.8,5.2,Female,Test
MSP-PODCAST_0003_0365.wav,4.8,3.0,Female,Test
MSP-PODCAST_0003_0367.wav,5.636364,3.454545,Female,Test
MSP-PODCAST_0003_0368.wav,5.2,3.4,Female,Test
MSP-PODCAST_0003_0369.wav,4.727273,2.545455,Female,Test
MSP-PODCAST_0003_0370.wav,5.727273,2.727273,Female,Test
MSP-PODCAST_0003_0373.wav,3.6,5.0,Male,Train
MSP-PODCAST_0003_0374.wav,3.6,3.6,Male,Train
MSP-PODCAST_0003_0396.wav,4.4,2.6,Male,Train
MSP-PODCAST_0003_0398.wav,3.4,2.2,Male,Train
MSP-PODCAST_0003_0404.wav,4.8,2.8,Male,Train
MSP-PODCAST_0003_0434.wav,3.0,3.166667,Male,Train
MSP-PODCAST_0003_0435.wav,4.529412,1.764706,Male,Train
MSP-PODCAST_0003_0441.wav,5.0,3.6,Female,Test
MSP-PODCAST_0003_0442.wav,6.2,3.0,Female,Test
MSP-PODCAST_0003_0444.wav,3.2,3.6,Male,Train
MSP-PODCAST_0003_0445.wav,5.0,3.037037,Female,Test
MSP-PODCAST_0003_0448.wav,4.6,2.2,Male,Train
MSP-PODCAST_0003_0461.wav,5.8,2.8,Female,Test
MSP-PODCAST_0003_0470.wav,5.090909,3.272727,Male,Train
MSP-PODCAST_0003_0475.wav,6.090909,2.363636,Female,Test
MSP-PODCAST_0003_0481.wav,4.8,3.4,Female,Test
MSP-PODCAST_0003_0482.wav,6.4,4.2,Male,Train
MSP-PODCAST_0003_0487.wav,4.833333,3.666667,Female,Test
MSP-PODCAST_0003_0507.wav,4.2,2.8,Female,Test
MSP-PODCAST_0003_0508.wav,4.4,4.2,Female,Test
MSP-PODCAST_0003_0509.wav,6.0,2.454545,Female,Test
MSP-PODCAST_0003_0510.wav,5.6,3.6,Female,Test
MSP-PODCAST_0003_0511.wav,4.545455,3.272727,Female,Test
MSP-PODCAST_0003_0512.wav,5.0,2.6,Female,Test
MSP-PODCAST_0003_0513.wav,5.909091,3.818182,Female,Test
MSP-PODCAST_0003_0514.wav,5.181818,3.818182,Female,Test
MSP-PODCAST_0003_0515.wav,3.636364,3.090909,Female,Test
MSP-PODCAST_0003_0516.wav,5.0,3.833333,Female,Test
MSP-PODCAST_0003_0517.wav,5.545455,2.545455,Female,Test
MSP-PODCAST_0003_0518.wav,4.5,3.833333,Female,Test
MSP-PODCAST_0003_0519.wav,4.6,3.4,Female,Test
MSP-PODCAST_0003_0520.wav,5.363636,2.818182,Female,Test
MSP-PODCAST_0003_0521.wav,3.6,4.0,Female,Test
MSP-PODCAST_0003_0528.wav,5.090909,3.818182,Female,Test
MSP-PODCAST_0003_0532.wav,5.166667,3.666667,Female,Test
MSP-PODCAST_0003_0540.wav,4.0,5.6,Male,Train
MSP-PODCAST_0003_0541.wav,2.8,4.0,Male,Train
MSP-PODCAST_0003_0543.wav,4.0,3.6,Male,Train
MSP-PODCAST_0003_0544.wav,4.2,3.8,Male,Train
MSP-PODCAST_0003_0547.wav,3.857143,4.0,Male,Train
MSP-PODCAST_0003_0548.wav,3.2,3.0,Male,Train
MSP-PODCAST_0003_0552.wav,4.0,4.666667,Male,Train
MSP-PODCAST_0003_0554.wav,3.8,3.0,Male,Train
MSP-PODCAST_0003_0555.wav,3.8,3.4,Male,Train
MSP-PODCAST_0003_0556.wav,3.8,3.0,Male,Train
MSP-PODCAST_0003_0575.wav,4.6,4.4,Male,Train
MSP-PODCAST_0003_0583.wav,3.722222,3.0,Male,Train
MSP-PODCAST_0003_0584.wav,3.2,4.0,Male,Train
MSP-PODCAST_0003_0588.wav,2.8,3.2,Male,Train
MSP-PODCAST_0003_0591.wav,2.533333,2.133333,Male,Train
MSP-PODCAST_0003_0593.wav,3.4,2.4,Male,Train
MSP-PODCAST_0003_0594.wav,3.4,4.0,Male,Train
MSP-PODCAST_0003_0600.wav,2.8,3.2,Male,Train
MSP-PODCAST_0003_0605.wav,4.1,3.65,Male,Train
MSP-PODCAST_0003_0609.wav,4.176471,2.823529,Male,Train
MSP-PODCAST_0003_0613.wav,3.2,2.8,Male,Train
MSP-PODCAST_0003_0618.wav,3.0,5.0,Male,Train
MSP-PODCAST_0003_0626.wav,4.333333,4.166667,Female,Test
MSP-PODCAST_0003_0630.wav,4.941176,2.529412,Male,Train
MSP-PODCAST_0003_0631.wav,3.4,3.0,Male,Train
MSP-PODCAST_0003_0635.wav,3.0,3.8,Male,Train
MSP-PODCAST_0003_0644.wav,4.833333,5.0,Female,Test
MSP-PODCAST_0003_0651.wav,3.2,4.2,Female,Test
MSP-PODCAST_0003_0654.wav,5.0,4.6,Female,Test
MSP-PODCAST_0003_0660.wav,5.2,5.0,Female,Test
MSP-PODCAST_0003_0664.wav,4.5,5.166667,Female,Test
MSP-PODCAST_0003_0677.wav,4.666667,4.166667,Female,Test
MSP-PODCAST_0003_0680.wav,4.0,4.2,Female,Test
MSP-PODCAST_0003_0685.wav,4.6,4.8,Female,Test
MSP-PODCAST_0003_0697.wav,5.5,4.166667,Female,Test
MSP-PODCAST_0003_0706.wav,5.2,5.0,Female,Test
MSP-PODCAST_0003_0707.wav,5.272727,4.818182,Female,Test
MSP-PODCAST_0004_0001.wav,4.769231,2.769231,Male,Train
MSP-PODCAST_0004_0029.wav,4.6,2.6,Male,Train
MSP-PODCAST_0004_0036.wav,4.9375,2.875,Male,Train
MSP-PODCAST_0004_0065.wav,4.4,3.0,Male,Train
MSP-PODCAST_0004_0073.wav,4.8,4.4,Male,Train
MSP-PODCAST_0004_0076.wav,5.272727,3.090909,Unknown,Train
MSP-PODCAST_0004_0091.wav,5.588235,3.294118,Male,Train
MSP-PODCAST_0004_0104.wav,4.6,4.4,Male,Train
MSP-PODCAST_0004_0114.wav,5.2,3.4,Male,Train
MSP-PODCAST_0005_0005.wav,5.3125,2.5,Male,Train
MSP-PODCAST_0005_0042.wav,5.6,3.6,Male,Train
MSP-PODCAST_0005_0044.wav,4.2,4.0,Unknown,Train
MSP-PODCAST_0005_0055.wav,4.4,2.8,Male,Train
MSP-PODCAST_0005_0058.wav,5.0,5.588235,Male,Train
MSP-PODCAST_0005_0065.wav,5.0625,3.25,Male,Train
MSP-PODCAST_0005_0066.wav,4.4,3.6,Male,Train
MSP-PODCAST_0005_0083.wav,4.2,3.0,Male,Train
MSP-PODCAST_0005_0101.wav,6.6,3.6,Unknown,Train
MSP-PODCAST_0005_0110.wav,4.833333,4.166667,Unknown,Train
MSP-PODCAST_0005_0131.wav,5.0,4.0,Male,Train
MSP-PODCAST_0005_0154.wav,4.4,2.8,Male,Train
MSP-PODCAST_0005_0182.wav,4.4,2.6,Male,Train
MSP-PODCAST_0005_0183.wav,4.6,2.0,Male,Train
MSP-PODCAST_0005_0185.wav,5.352941,2.294118,Male,Train
MSP-PODCAST_0005_0187.wav,4.2,2.4,Male,Train
MSP-PODCAST_0005_0231.wav,4.0,3.0,Unknown,Train
MSP-PODCAST_0006_0017.wav,3.818182,3.909091,Female,Validation
MSP-PODCAST_0006_0020.wav,4.8,5.4,Female,Validation
MSP-PODCAST_0006_0029.wav,4.4,3.8,Female,Validation
MSP-PODCAST_0006_0039.wav,4.909091,5.0,Female,Validation
MSP-PODCAST_0006_0070.wav,5.0,5.333333,Unknown,Train
MSP-PODCAST_0006_0085.wav,4.2,6.2,Female,Validation
MSP-PODCAST_0006_0089.wav,3.8,4.8,Female,Validation
MSP-PODCAST_0006_0110.wav,4.6,3.4,Unknown,Train
MSP-PODCAST_0006_0121.wav,3.6,4.6,Female,Validation
MSP-PODCAST_0006_0179.wav,4.6,2.6,Female,Validation
MSP-PODCAST_0006_0207.wav,3.8,4.0,Female,Validation
MSP-PODCAST_0006_0227.wav,5.909091,5.090909,Female,Validation
MSP-PODCAST_0006_0237.wav,2.6,4.0,Unknown,Train
MSP-PODCAST_0006_0253.wav,4.2,4.6,Female,Validation
MSP-PODCAST_0006_0258.wav,4.0,4.6,Female,Validation
MSP-PODCAST_0007_0004.wav,4.0,3.833333,Unknown,Train
MSP-PODCAST_0007_0017.wav,4.842105,3.578947,Unknown,Train
MSP-PODCAST_0008_0013.wav,5.8,4.0,Female,Validation
MSP-PODCAST_0008_0067.wav,5.727273,5.454545,Unknown,Train
MSP-PODCAST_0008_0094.wav,3.166667,3.5,Unknown,Train
MSP-PODCAST_0008_0103.wav,4.0,2.6,Unknown,Train
MSP-PODCAST_0008_0115.wav,4.333333,3.833333,Unknown,Train
MSP-PODCAST_0008_0128.wav,4.2,4.4,Female,Train
MSP-PODCAST_0008_0133.wav,3.666667,3.833333,Female,Validation
MSP-PODCAST_0008_0154.wav,4.6,3.2,Female,Validation
MSP-PODCAST_0008_0156.wav,4.8,4.8,Female,Validation
MSP-PODCAST_0008_0181.wav,5.2,4.0,Female,Validation
MSP-PODCAST_0008_0196.wav,5.0,4.4,Unknown,Train
MSP-PODCAST_0008_0199.wav,4.545455,4.181818,Female,Validation
MSP-PODCAST_0008_0204.wav,3.2,3.4,Female,Validation
MSP-PODCAST_0008_0207.wav,5.416667,5.333333,Female,Validation
MSP-PODCAST_0009_0143.wav,5.636364,5.909091,Female,Validation
MSP-PODCAST_0009_0171.wav,4.8,5.4,Female,Validation
MSP-PODCAST_0009_0179.wav,5.2,5.6,Female,Validation
MSP-PODCAST_0009_0223.wav,4.777778,4.166667,Unknown,Train
MSP-PODCAST_0009_0237.wav,4.333333,4.333333,Unknown,Train
MSP-PODCAST_0009_0256.wav,5.363636,4.909091,Unknown,Train
MSP-PODCAST_0009_0334.wav,3.666667,4.333333,Unknown,Train
MSP-PODCAST_0009_0346.wav,5.6,5.0,Female,Validation
MSP-PODCAST_0009_0380.wav,4.833333,4.166667,Unknown,Train
MSP-PODCAST_0010_0001.wav,3.166667,4.333333,Unknown,Train
MSP-PODCAST_0010_0018.wav,4.2,3.6,Unknown,Train
MSP-PODCAST_0010_0052.wav,4.5,5.722222,Unknown,Train
MSP-PODCAST_0011_0006.wav,4.8,3.4,Male,Train
MSP-PODCAST_0011_0009.wav,4.882353,4.588235,Male,Train
MSP-PODCAST_0011_0030.wav,4.0,2.2,Male,Train
MSP-PODCAST_0011_0055.wav,4.818182,4.818182,Unknown,Train
MSP-PODCAST_0011_0060.wav,3.4,4.2,Male,Train
MSP-PODCAST_0011_0084.wav,4.2,3.2,Male,Train
MSP-PODCAST_0011_0119.wav,4.4,3.8,Male,Train
MSP-PODCAST_0011_0132.wav,5.0,2.0,Male,Train
MSP-PODCAST_0011_0156.wav,3.333333,3.333333,Unknown,Train
MSP-PODCAST_0011_0161.wav,4.833333,3.5,Unknown,Train
MSP-PODCAST_0011_0191.wav,4.6,5.0,Male,Train
MSP-PODCAST_0011_0200.wav,5.4,3.4,Male,Train
MSP-PODCAST_0011_0207.wav,5.1875,3.5,Male,Train
MSP-PODCAST_0011_0230.wav,4.6,3.2,Male,Train
MSP-PODCAST_0011_0274.wav,4.833333,5.333333,Unknown,Train
MSP-PODCAST_0011_0370.wav,5.1875,5.5,Male,Train
MSP-PODCAST_0011_0378.wav,3.2,4.8,Male,Train
MSP-PODCAST_0011_0384.wav,5.6,4.6,Unknown,Train
MSP-PODCAST_0011_0396.wav,3.8,4.2,Unknown,Train
MSP-PODCAST_0011_0429.wav,5.6,3.4,Male,Train
MSP-PODCAST_0011_0475.wav,4.823529,3.294118,Male,Train
MSP-PODCAST_0011_0507.wav,5.6875,5.0625,Male,Train
MSP-PODCAST_0012_0018.wav,3.8,4.6,Female,Validation
MSP-PODCAST_0012_0020.wav,4.0,3.4,Female,Validation
MSP-PODCAST_0012_0021.wav,4.2,4.0,Female,Validation
MSP-PODCAST_0012_0022.wav,4.588235,3.0,Female,Validation
MSP-PODCAST_0012_0025.wav,4.4,3.6,Female,Validation
MSP-PODCAST_0012_0033.wav,3.083333,2.833333,Female,Validation
MSP-PODCAST_0012_0039.wav,5.571429,4.0,Female,Validation
MSP-PODCAST_0012_0043.wav,4.0,2.3,Female,Validation
MSP-PODCAST_0012_0047.wav,3.4,4.0,Female,Validation
MSP-PODCAST_0012_0048.wav,4.5,4.333333,Female,Validation
MSP-PODCAST_0012_0051.wav,4.833333,2.833333,Female,Validation
MSP-PODCAST_0012_0054.wav,3.6,2.8,Female,Validation
MSP-PODCAST_0012_0056.wav,4.4,3.6,Female,Validation
MSP-PODCAST_0012_0057.wav,5.4,4.0,Female,Validation
MSP-PODCAST_0012_0060.wav,4.714286,4.142857,Female,Validation
MSP-PODCAST_0012_0063.wav,4.235294,3.235294,Female,Validation
MSP-PODCAST_0012_0064.wav,4.333333,4.166667,Female,Validation
MSP-PODCAST_0012_0067.wav,4.0,3.2,Unknown,Train
MSP-PODCAST_0012_0069.wav,4.166667,4.666667,Unknown,Train
MSP-PODCAST_0012_0073.wav,4.0,4.333333,Unknown,Train
MSP-PODCAST_0012_0082.wav,3.833333,3.833333,Unknown,Train
MSP-PODCAST_0012_0101.wav,4.5,3.333333,Unknown,Train
MSP-PODCAST_0012_0105.wav,3.4,4.0,Unknown,Train
MSP-PODCAST_0012_0123.wav,5.6,4.0,Female,Validation
MSP-PODCAST_0012_0159.wav,3.25,3.0,Unknown,Train
MSP-PODCAST_0012_0163.wav,4.6,3.4,Unknown,Train
MSP-PODCAST_0012_0173.wav,5.5,3.7,Female,Validation
MSP-PODCAST_0012_0179.wav,4.8,3.6,Female,Validation
MSP-PODCAST_0012_0181.wav,5.0,2.5,Female,Validation
MSP-PODCAST_0012_0182.wav,4.6,2.8,Female,Validation
MSP-PODCAST_0012_0186.wav,3.75,3.0,Female,Validation
MSP-PODCAST_0012_0223.wav,3.944444,4.444444,Unknown,Train
MSP-PODCAST_0012_0226.wav,3.8,3.6,Unknown,Train
MSP-PODCAST_0012_0254.wav,5.058824,3.176471,Unknown,Train
MSP-PODCAST_0013_0056.wav,3.111111,3.722222,Male,Train
MSP-PODCAST_0013_0157.wav,4.636364,3.090909,Female,Validation
MSP-PODCAST_0013_0160.wav,3.4,1.8,Female,Validation
MSP-PODCAST_0013_0216.wav,4.5,2.777778,Male,Train
MSP-PODCAST_0013_0234.wav,3.0625,2.6875,Male,Train
MSP-PODCAST_0013_0280.wav,5.2,4.4,Male,Train
MSP-PODCAST_0013_0343.wav,4.166667,4.166667,Female,Validation
MSP-PODCAST_0013_0399.wav,4.5,2.7,Unknown,Train
MSP-PODCAST_0013_0432.wav,4.8,2.2,Unknown,Train
MSP-PODCAST_0013_0481.wav,3.0,3.4,Unknown,Train
MSP-PODCAST_0013_0500.wav,4.363636,2.136364,Unknown,Train
MSP-PODCAST_0013_0504.wav,4.6,2.2,Unknown,Train
MSP-PODCAST_0013_0563.wav,5.0,3.8,Unknown,Train
MSP-PODCAST_0013_0575.wav,5.117647,2.647059,Unknown,Train
MSP-PODCAST_0014_0004.wav,4.8,4.6,Unknown,Train
MSP-PODCAST_0014_0009.wav,6.4,6.6,Female,Validation
MSP-PODCAST_0014_0010.wav,5.2,6.0,Female,Validation
MSP-PODCAST_0014_0011.wav,5.416667,5.583333,Female,Validation
MSP-PODCAST_0014_0016.wav,5.166667,5.666667,Female,Validation
